id	SYMBOL	GO TERM
511145.b1718	infC	GO:0016020
511145.b1254	yciB	GO:0005886
511145.b3909	kdgT	GO:0005886
511145.b3909	kdgT	GO:0016020
511145.b1215	kdsA	GO:0005829
511145.b1215	kdsA	GO:0032991
511145.b1207	prs	GO:0005737
511145.b1207	prs	GO:0005829
511145.b1207	prs	GO:0002189
511145.b1098	tmk	GO:0005737
511145.b1098	tmk	GO:0005829
511145.b0181	lpxA	GO:0005737
511145.b0181	lpxA	GO:0005829
511145.b0096	lpxC	GO:0005737
511145.b0963	mgsA	GO:0005829
511145.b1174	minE	GO:0005886
511145.b1174	minE	GO:0005829
511145.b0783	moaC	GO:0032991
511145.b3291	mscL	GO:0016020
511145.b3291	mscL	GO:0005886
511145.b4219	msrA	GO:0005737
511145.b4219	msrA	GO:0005829
511145.b1778	msrB	GO:0005737
511145.b1778	msrB	GO:0005829
511145.b3189	murA	GO:0005829
511145.b0046	kefF	GO:1903103
511145.b3351	kefG	GO:1903103
511145.b0678	nagB	GO:0005737
511145.b0678	nagB	GO:0005829
511145.b3223	nanE	GO:0005829
511145.b2518	ndk	GO:0005829
511145.b1627	rsxA	GO:0005886
511145.b1627	rsxA	GO:0098797
511145.b1627	rsxA	GO:1990204
511145.b2392	mntH	GO:0005886
511145.b2830	rppH	GO:0005737
511145.b0416	nusB	GO:0005829
511145.b0416	nusB	GO:0008023
511145.b4162	orn	GO:0005829
511145.b4245	pyrB	GO:0005737
511145.b4245	pyrB	GO:0005829
511145.b4245	pyrB	GO:0009347
511145.b0131	panD	GO:0005829
511145.b2564	pdxJ	GO:0005829
511145.b3916	pfkA	GO:0005737
511145.b3916	pfkA	GO:0005829
511145.b3916	pfkA	GO:0005945
511145.b2926	pgk	GO:0005829
511145.b2743	pcm	GO:0005737
511145.b4226	ppa	GO:0005829
511145.b4226	ppa	GO:0016020
511145.b2501	ppk	GO:0016020
511145.b2501	ppk	GO:0005829
511145.b2501	ppk	GO:0031241
511145.b2501	ppk	GO:0009358
511145.b2615	nadK	GO:0005829
511145.b0242	proB	GO:0005829
511145.b3932	hslV	GO:0005737
511145.b3932	hslV	GO:0005829
511145.b3932	hslV	GO:0009376
511145.b4043	lexA	GO:0005829
511145.b4043	lexA	GO:0032993
511145.b4030	psiE	GO:0005886
511145.b4177	purA	GO:0005737
511145.b4177	purA	GO:0005829
511145.b4177	purA	GO:0016020
511145.b2476	purC	GO:0005829
511145.b2476	purC	GO:0016020
511145.b0945	pyrD	GO:0005829
511145.b0945	pyrD	GO:0016020
511145.b3642	pyrE	GO:0005737
511145.b3642	pyrE	GO:0005829
511145.b2780	pyrG	GO:0005829
511145.b2780	pyrG	GO:0097268
511145.b2780	pyrG	GO:0032991
511145.b0171	pyrH	GO:0005829
511145.b4244	pyrI	GO:0005737
511145.b4244	pyrI	GO:0009347
511145.b0120	speD	GO:0005829
511145.b0405	queA	GO:0005829
511145.b3167	rbfA	GO:0005829
511145.b2699	recA	GO:0005737
511145.b2699	recA	GO:0009355
511145.b2565	recO	GO:0043590
511145.b1211	prfA	GO:0005829
511145.b4375	prfC	GO:0005829
511145.b1277	ribA	GO:0005829
511145.b3041	ribB	GO:0005829
511145.b3985	rplJ	GO:0005737
511145.b3985	rplJ	GO:0005829
511145.b3985	rplJ	GO:0015934
511145.b3985	rplJ	GO:0022625
511145.b3983	rplK	GO:0005737
511145.b3983	rplK	GO:0005829
511145.b3983	rplK	GO:0022625
511145.b3986	rplL	GO:0005737
511145.b3986	rplL	GO:0005829
511145.b3986	rplL	GO:0015934
511145.b3986	rplL	GO:0022625
511145.b2606	rplS	GO:0005737
511145.b2606	rplS	GO:0005829
511145.b2606	rplS	GO:0022625
511145.b3984	rplA	GO:0005737
511145.b3984	rplA	GO:0005829
511145.b3984	rplA	GO:0022625
511145.b1716	rplT	GO:0005737
511145.b1716	rplT	GO:0005829
511145.b1716	rplT	GO:0022625
511145.b3185	rpmA	GO:0005737
511145.b3185	rpmA	GO:0022625
511145.b3637	rpmB	GO:0005737
511145.b3637	rpmB	GO:0005829
511145.b3637	rpmB	GO:0022625
511145.b3312	rpmC	GO:0005737
511145.b3312	rpmC	GO:0022625
511145.b3936	rpmE	GO:0005737
511145.b3936	rpmE	GO:0005829
511145.b3936	rpmE	GO:0022625
511145.b0296	ykgM	GO:0005737
511145.b0296	ykgM	GO:0022625
511145.b1089	rpmF	GO:0005737
511145.b1089	rpmF	GO:0005829
511145.b1089	rpmF	GO:0022625
511145.b3636	rpmG	GO:0005737
511145.b3636	rpmG	GO:0005829
511145.b3636	rpmG	GO:0022625
511145.b3703	rpmH	GO:0005737
511145.b3703	rpmH	GO:0022625
511145.b1717	rpmI	GO:0005737
511145.b1717	rpmI	GO:0022625
511145.b3299	rpmJ	GO:0005737
511145.b3299	rpmJ	GO:0022625
511145.b4203	rplI	GO:0005737
511145.b4203	rplI	GO:0005829
511145.b4203	rplI	GO:0022625
511145.b3321	rpsJ	GO:0005737
511145.b3321	rpsJ	GO:0005829
511145.b3321	rpsJ	GO:0008023
511145.b3321	rpsJ	GO:0015935
511145.b3321	rpsJ	GO:0022627
511145.b3297	rpsK	GO:0005737
511145.b3297	rpsK	GO:0005829
511145.b3297	rpsK	GO:0022627
511145.b3342	rpsL	GO:0005840
511145.b3342	rpsL	GO:0005737
511145.b3342	rpsL	GO:0005829
511145.b3342	rpsL	GO:0022627
511145.b3298	rpsM	GO:0005829
511145.b3298	rpsM	GO:0005737
511145.b3298	rpsM	GO:0015935
511145.b3298	rpsM	GO:0022627
511145.b2609	rpsP	GO:0005737
511145.b2609	rpsP	GO:0015935
511145.b2609	rpsP	GO:0022627
511145.b4202	rpsR	GO:0005737
511145.b4202	rpsR	GO:0005829
511145.b4202	rpsR	GO:0022627
511145.b3316	rpsS	GO:0005737
511145.b3316	rpsS	GO:0005829
511145.b3316	rpsS	GO:0022627
511145.b0023	rpsT	GO:0005829
511145.b0023	rpsT	GO:0005737
511145.b0023	rpsT	GO:0015935
511145.b0023	rpsT	GO:0022627
511145.b0169	rpsB	GO:0005737
511145.b0169	rpsB	GO:0022627
511145.b3314	rpsC	GO:0005737
511145.b3314	rpsC	GO:0005829
511145.b3314	rpsC	GO:0022627
511145.b3296	rpsD	GO:0005737
511145.b3296	rpsD	GO:0005829
511145.b3296	rpsD	GO:0015935
511145.b3296	rpsD	GO:0022627
511145.b3303	rpsE	GO:0005737
511145.b3303	rpsE	GO:0005829
511145.b3303	rpsE	GO:0022627
511145.b3306	rpsH	GO:0005737
511145.b3306	rpsH	GO:0005829
