id	SYMBOL	GO TERM
511145.b3255	accB	GO:0006633
511145.b3255	accB	GO:2001295
511145.b0435	bolA	GO:0006351
511145.b0435	bolA	GO:0006879
511145.b0435	bolA	GO:0016226
511145.b0435	bolA	GO:0045454
511145.b1418	cybB	GO:0019430
511145.b0339	cynT	GO:0009440
511145.b0143	pcnB	GO:0006397
511145.b0143	pcnB	GO:0009451
511145.b0143	pcnB	GO:0006276
511145.b0143	pcnB	GO:0071047
511145.b2457	eutM	GO:0034214
511145.b2143	cdd	GO:0006217
511145.b2143	cdd	GO:0009972
511145.b2143	cdd	GO:0015949
511145.b1912	pgsA	GO:0046474
511145.b0175	cdsA	GO:0016024
511145.b0089	ftsW	GO:0008360
511145.b0089	ftsW	GO:0009252
511145.b0089	ftsW	GO:0051301
511145.b0089	ftsW	GO:0000917
511145.b0089	ftsW	GO:0043093
511145.b0634	mrdB	GO:0008360
511145.b0634	mrdB	GO:0009252
511145.b0634	mrdB	GO:0031504
511145.b0634	mrdB	GO:0051301
511145.b0094	ftsA	GO:0051301
511145.b0094	ftsA	GO:0000917
511145.b0094	ftsA	GO:0043093
511145.b3249	mreD	GO:0008360
511145.b3249	mreD	GO:0009252
511145.b0720	gltA	GO:0034214
511145.b0882	clpA	GO:0006508
511145.b0882	clpA	GO:0006979
511145.b0882	clpA	GO:0043335
511145.b0882	clpA	GO:0006515
511145.b0882	clpA	GO:0034605
511145.b3816	corA	GO:0006824
511145.b3816	corA	GO:0015693
511145.b3816	corA	GO:0035444
511145.b0431	cyoB	GO:0009060
